Area,Perimeter,Major_Axis_Length,Minor_Axis_Length,Convex_Area,Equiv_Diameter,Eccentricity,Solidity,Extent,Roundness,Aspect_Ration,Compactness,Class
72410,1007.458,379.7803,243.4289,73020,303.6367,0.7676,0.9916,0.7514,0.8965,1.5601,0.7995,1
88750,1120.577,422.0802,269.0306,89741,336.1547,0.7705,0.989,0.7334,0.8882,1.5689,0.7964,1
57041,914.675,346.6923,210.9707,57939,269.4937,0.7935,0.9845,0.7147,0.8568,1.6433,0.7773,1
87086,1154.444,453.3588,245.4135,87893,332.9885,0.8408,0.9908,0.7198,0.8211,1.8473,0.7345,1
73040,1027.641,391.2823,239.0666,73870,304.9548,0.7916,0.9888,0.7315,0.8691,1.6367,0.7794,1
73152,1065.501,423.9322,220.7345,73949,305.1885,0.8537,0.9892,0.6218,0.8097,1.9206,0.7199,1
69181,998.679,383.5814,231.0066,69895,296.7895,0.7983,0.9898,0.724,0.8717,1.6605,0.7737,1
69547,1034.51,403.8535,221.697,70769,297.5735,0.8359,0.9827,0.709,0.8166,1.8216,0.7368,1
76356,1052.424,397.6275,246.8013,77341,311.8004,0.7841,0.9873,0.6886,0.8663,1.6111,0.7842,1
71191,1013.243,393.348,231.2788,71813,301.0701,0.8089,0.9913,0.681,0.8714,1.7008,0.7654,1
61589,989.151,389.2343,203.103,62939,280.0313,0.8531,0.9786,0.6249,0.791,1.9164,0.7194,1
96802,1217.707,488.0411,253.2319,97548,351.0728,0.8549,0.9924,0.6758,0.8204,1.9273,0.7194,1
80207,1100.06,426.8217,239.917,81076,319.5665,0.8271,0.9893,0.7297,0.8329,1.779,0.7487,1
79661,1129.335,444.1217,230.4431,80966,318.4769,0.8549,0.9839,0.7094,0.7849,1.9273,0.7171,1
85778,1159.584,434.1433,255.1073,87489,330.4784,0.8091,0.9804,0.6642,0.8016,1.7018,0.7612,1
91162,1195.957,479.1129,242.9588,92074,340.692,0.8619,0.9901,0.6405,0.8009,1.972,0.7111,1
84130,1126.564,447.3685,241.2191,84737,327.2883,0.8422,0.9928,0.7539,0.833,1.8546,0.7316,1
71468,1032.146,405.0498,226.059,72145,301.6552,0.8298,0.9906,0.7124,0.843,1.7918,0.7447,1
85968,1168.743,479.1606,229.2326,87008,330.8442,0.8781,0.988,0.7495,0.7909,2.0903,0.6905,1
75155,1060.383,420.5042,228.5685,75805,309.3385,0.8394,0.9914,0.6503,0.8399,1.8397,0.7356,1
85845,1146.836,448.2873,246.6565,86787,330.6074,0.835,0.9891,0.6854,0.8202,1.8175,0.7375,1
103124,1266.602,512.6586,257.3235,104002,362.3556,0.8649,0.9916,0.6457,0.8078,1.9923,0.7068,1
82804,1112.392,434.9627,243.2643,83603,324.6988,0.829,0.9904,0.6944,0.8409,1.788,0.7465,1
102947,1272.418,485.8772,271.2635,104560,362.0445,0.8296,0.9846,0.6668,0.799,1.7912,0.7451,1
72519,1041.227,413.2742,224.0976,73130,303.8652,0.8402,0.9916,0.6903,0.8406,1.8442,0.7353,1
90535,1163.806,450.5074,258.1205,91927,339.5184,0.8196,0.9849,0.7492,0.84,1.7453,0.7536,1
83512,1077.152,405.1468,262.808,84085,326.084,0.7611,0.9932,0.761,0.9045,1.5416,0.8049,1
87169,1142.486,438.4773,254.6321,87929,333.1471,0.8141,0.9914,0.7317,0.8392,1.722,0.7598,1
75885,1061.518,410.0357,236.9251,76562,310.8372,0.8162,0.9912,0.7507,0.8463,1.7307,0.7581,1
86861,1111.035,416.7871,266.8787,87868,332.5581,0.7681,0.9885,0.7148,0.8843,1.5617,0.7979,1
95914,1203.477,468.41,269.2576,98178,349.4589,0.8183,0.9769,0.7389,0.8322,1.7396,0.7461,1
73662,1050.083,407.465,231.4105,74267,306.2505,0.8231,0.9919,0.6834,0.8395,1.7608,0.7516,1
75340,1051.106,396.5665,242.821,76130,309.719,0.7906,0.9896,0.7423,0.8569,1.6332,0.781,1
71306,1059.476,416.1416,219.5131,72049,301.3132,0.8496,0.9897,0.7258,0.7983,1.8957,0.7241,1
78249,1094.307,422.0653,239.7967,79377,315.6418,0.8229,0.9858,0.6689,0.8211,1.7601,0.7479,1
85386,1138.193,438.2698,248.8453,86282,329.7224,0.8232,0.9896,0.7093,0.8283,1.7612,0.7523,1
81531,1145.799,458.4715,227.7827,82479,322.1933,0.8678,0.9885,0.769,0.7804,2.0128,0.7028,1
80105,1128.587,452.3831,225.9261,80976,319.3632,0.8664,0.9892,0.6118,0.7903,2.0023,0.706,1
63117,991.853,398.9717,202.2415,63647,283.4838,0.862,0.9917,0.6982,0.8062,1.9727,0.7105,1
75824,1079.873,424.3345,228.5296,76700,310.7123,0.8426,0.9886,0.6445,0.8171,1.8568,0.7322,1
82959,1137.98,454.3305,234.7716,83835,325.0026,0.8561,0.9896,0.6897,0.805,1.9352,0.7153,1
70952,1060.149,422.9132,214.1723,71667,300.5643,0.8623,0.99,0.6304,0.7933,1.9746,0.7107,1
71503,1050.588,416.378,220.4251,72468,301.7291,0.8484,0.9867,0.7139,0.8141,1.889,0.7247,1
98177,1266.068,510.2399,246.4307,99550,353.5574,0.8756,0.9862,0.6241,0.7697,2.0705,0.6929,1
89393,1161.557,445.7125,258.2717,90729,337.3703,0.815,0.9853,0.6795,0.8326,1.7258,0.7569,1
99852,1253.105,505.2826,252.7822,100725,356.5607,0.8659,0.9913,0.7317,0.7991,1.9989,0.7057,1
92541,1171.761,464.0699,254.9294,93348,343.2592,0.8356,0.9914,0.7325,0.847,1.8204,0.7397,1
71747,1039.348,410.1917,223.386,72431,302.2435,0.8387,0.9906,0.7445,0.8346,1.8362,0.7368,1
66407,981.3,371.4689,228.8727,67132,290.7783,0.7876,0.9892,0.7156,0.8666,1.623,0.7828,1
76030,1092.939,436.158,222.7669,77151,311.1341,0.8597,0.9855,0.7068,0.7998,1.9579,0.7134,1
75106,1102.149,454.7031,211.1795,75851,309.2377,0.8856,0.9902,0.7586,0.777,2.1532,0.6801,1
66709,1015.323,405.1613,211.1542,67431,291.4387,0.8535,0.9893,0.7179,0.8132,1.9188,0.7193,1
67568,987.231,381.756,226.3355,68124,293.3091,0.8053,0.9918,0.7385,0.8712,1.6867,0.7683,1
66198,1011.865,415.459,203.5113,66773,290.3204,0.8718,0.9914,0.6375,0.8125,2.0415,0.6988,1
65804,992.989,387.2009,218.3521,66911,289.4551,0.8258,0.9835,0.6548,0.8386,1.7733,0.7476,1
70573,1014.861,392.7862,229.9605,71377,299.7605,0.8107,0.9887,0.6793,0.8611,1.7081,0.7632,1
74431,1046.008,408.087,232.7185,75075,307.8449,0.8215,0.9914,0.6733,0.8549,1.7536,0.7544,1
94983,1198.26,477.5088,253.8058,95906,347.7587,0.847,0.9904,0.7302,0.8313,1.8814,0.7283,1
85899,1126.533,442.4507,247.9813,86772,330.7114,0.8282,0.9899,0.7253,0.8506,1.7842,0.7475,1
75537,1045.775,400.8564,240.3548,76235,310.1237,0.8003,0.9908,0.7054,0.8679,1.6678,0.7737,1
67164,1004.562,396.569,217.0065,68319,292.431,0.837,0.9831,0.7459,0.8364,1.8275,0.7374,1
79843,1096.676,432.0034,237.4613,80638,318.8405,0.8354,0.9901,0.744,0.8342,1.8193,0.7381,1
70636,1008.081,392.4988,230.015,71177,299.8942,0.8103,0.9924,0.7322,0.8735,1.7064,0.7641,1
71039,1035.87,409.6003,221.5682,71766,300.7485,0.8411,0.9899,0.7108,0.8319,1.8486,0.7342,1
93623,1185.85,466.5363,256.6827,94492,345.2601,0.835,0.9908,0.6723,0.8366,1.8176,0.74,1
78407,1107.222,444.5431,226.3231,79262,315.9603,0.8607,0.9892,0.717,0.8037,1.9642,0.7108,1
67146,1022.85,409.7415,209.5989,67903,292.3918,0.8593,0.9889,0.677,0.8065,1.9549,0.7136,1
69843,1026.683,408.7731,218.365,70810,298.2061,0.8454,0.9863,0.64,0.8326,1.872,0.7295,1
69874,1030.884,414.5119,215.2024,70445,298.2723,0.8547,0.9919,0.6334,0.8262,1.9261,0.7196,1
88968,1147.059,455.4718,249.3383,89671,336.5673,0.8369,0.9922,0.7439,0.8497,1.8267,0.7389,1
70074,1049.738,417.4645,215.1693,70814,298.6988,0.8569,0.9896,0.6325,0.7991,1.9402,0.7155,1
72007,1067.726,429.3661,214.5378,72908,302.7906,0.8662,0.9876,0.6383,0.7937,2.0014,0.7052,1
76663,1072.66,417.3221,235.3982,77341,312.4266,0.8257,0.9912,0.7342,0.8373,1.7728,0.7486,1
72119,1027.928,403.8373,227.9709,72707,303.026,0.8254,0.9919,0.7445,0.8577,1.7714,0.7504,1
75967,1118.878,424.7328,232.8153,78044,311.0051,0.8364,0.9734,0.7621,0.7626,1.8243,0.7322,1
61873,973.254,387.6402,204.9219,62570,280.6762,0.8488,0.9889,0.7289,0.8208,1.8916,0.7241,1
69992,1057.088,434.2594,205.9645,70637,298.524,0.8804,0.9909,0.6912,0.7871,2.1084,0.6874,1
89971,1200.44,484.5063,237.9459,91511,338.4592,0.8711,0.9832,0.6071,0.7846,2.0362,0.6986,1
70452,1030.873,406.2796,222.2445,71301,299.5034,0.8371,0.9881,0.6972,0.8331,1.8281,0.7372,1
83848,1108.646,431.2462,248.8118,84456,326.7393,0.8168,0.9928,0.7117,0.8573,1.7332,0.7577,1
61726,975.93,387.5365,203.772,62541,280.3426,0.8506,0.987,0.7553,0.8144,1.9018,0.7234,1
90393,1191.564,476.4243,242.591,91357,339.252,0.8607,0.9894,0.6248,0.8,1.9639,0.7121,1
86521,1192.182,485.0309,229.319,87686,331.9066,0.8812,0.9867,0.6964,0.765,2.1151,0.6843,1
86271,1103.9,413.2415,266.7061,87011,331.4267,0.7638,0.9915,0.7407,0.8896,1.5494,0.802,1
71362,1049.755,414.9604,219.8383,72526,301.4315,0.8481,0.984,0.6529,0.8138,1.8876,0.7264,1
79564,1111.074,433.5245,234.7559,80291,318.2829,0.8407,0.9909,0.7274,0.8099,1.8467,0.7342,1
79558,1134.31,452.8789,224.1003,80460,318.2709,0.869,0.9888,0.7376,0.777,2.0209,0.7028,1
66922,988.42,376.4136,227.9987,67537,291.9036,0.7957,0.9909,0.7121,0.8608,1.6509,0.7755,1
64970,1003.365,395.6425,211.4287,65720,287.615,0.8452,0.9886,0.7153,0.811,1.8713,0.727,1
58234,928.795,361.4551,206.0084,58772,272.2973,0.8217,0.9908,0.6884,0.8483,1.7546,0.7533,1
65694,1039.506,348.0645,243.978,67364,289.2131,0.7132,0.9752,0.693,0.764,1.4266,0.8309,1
80760,1110.025,432.0108,238.3009,81503,320.6662,0.8341,0.9909,0.6636,0.8236,1.8129,0.7423,1
66692,988.604,380.9275,224.1739,67373,291.4016,0.8085,0.9899,0.7302,0.8575,1.6993,0.765,1
79906,1118.411,429.4565,237.9886,80912,318.9663,0.8324,0.9876,0.6869,0.8028,1.8045,0.7427,1
69701,1011.576,387.5061,230.4676,70533,297.9028,0.8039,0.9882,0.7647,0.856,1.6814,0.7688,1
67155,983.199,367.0278,233.8553,67762,292.4114,0.7707,0.991,0.7756,0.873,1.5695,0.7967,1
85833,1115.847,428.6831,255.5393,86492,330.5843,0.8029,0.9924,0.7468,0.8663,1.6776,0.7712,1
102083,1227.894,470.3148,277.6607,103009,360.522,0.8071,0.991,0.7005,0.8508,1.6938,0.7666,1
66104,1040.25,425.5992,199.0564,66778,290.1142,0.8839,0.9899,0.6922,0.7676,2.1381,0.6817,1
58555,928.778,357.5607,210.1878,59384,273.0468,0.809,0.986,0.6839,0.853,1.7011,0.7636,1
81583,1115.162,447.6351,232.6595,82271,322.296,0.8543,0.9916,0.7428,0.8244,1.924,0.72,1
78665,1062.745,403.3284,249.6417,79463,316.4797,0.7854,0.99,0.7477,0.8753,1.6156,0.7847,1
88078,1120.597,425.8628,264.2496,88802,334.8797,0.7842,0.9918,0.7441,0.8814,1.6116,0.7864,1
69230,1034.131,409.9227,217.9278,70017,296.8945,0.847,0.9888,0.7276,0.8135,1.881,0.7243,1
83307,1174.366,482.5423,221.9604,84446,325.6835,0.8879,0.9865,0.7217,0.7591,2.174,0.6749,1
83831,1129.098,440.2412,243.5967,84587,326.7062,0.833,0.9911,0.6637,0.8263,1.8073,0.7421,1
104098,1232.895,468.9325,283.6828,105200,364.0628,0.7963,0.9895,0.705,0.8606,1.653,0.7764,1
73241,1016.409,384.3956,244.0753,73821,305.3741,0.7725,0.9921,0.7141,0.8909,1.5749,0.7944,1
71533,1014.49,389.4194,234.4829,72053,301.7924,0.7984,0.9928,0.7249,0.8734,1.6608,0.775,1
76809,1106.815,450.0162,218.3582,78095,312.7239,0.8744,0.9835,0.747,0.7879,2.0609,0.6949,1
71193,1015.746,390.9275,233.2664,71765,301.0743,0.8025,0.992,0.6939,0.8671,1.6759,0.7702,1
93586,1195.422,467.2541,255.8339,94683,345.1918,0.8368,0.9884,0.7235,0.823,1.8264,0.7388,1
74735,1088.097,450.2176,212.0164,75369,308.4729,0.8822,0.9916,0.7742,0.7932,2.1235,0.6852,1
75519,1091.496,439.4406,219.8421,76357,310.0867,0.8659,0.989,0.6364,0.7966,1.9989,0.7056,1
65627,974.981,378.4164,221.508,66278,289.0655,0.8108,0.9902,0.7476,0.8676,1.7084,0.7639,1
80397,1136.232,438.6483,234.1595,81828,319.9447,0.8456,0.9825,0.6895,0.7826,1.8733,0.7294,1
88901,1130.148,435.9188,260.4888,89632,336.4406,0.8018,0.9918,0.7272,0.8747,1.6735,0.7718,1
96992,1232.224,485.8869,255.2934,98214,351.4172,0.8508,0.9876,0.7138,0.8027,1.9032,0.7232,1
66755,978.902,372.6831,228.9288,67308,291.5392,0.7891,0.9918,0.7326,0.8754,1.6279,0.7823,1
68916,990.746,373.5179,236.5496,69497,296.2205,0.7739,0.9916,0.7313,0.8823,1.579,0.7931,1
81094,1145.03,475.3533,218.0615,81833,321.3286,0.8886,0.991,0.5881,0.7773,2.1799,0.676,1
62146,953.709,373.0999,212.9458,62810,281.2948,0.8211,0.9894,0.7473,0.8586,1.7521,0.7539,1
71614,1054.809,424.3977,215.7107,72302,301.9632,0.8612,0.9905,0.6183,0.8088,1.9674,0.7115,1
67437,1014.144,405.0178,213.6599,68094,293.0247,0.8495,0.9904,0.6643,0.824,1.8956,0.7235,1
77240,1050.233,395.1349,250.365,77916,313.6001,0.7736,0.9913,0.7343,0.88,1.5782,0.7937,1
64346,982.128,385.7231,213.6288,65000,286.2305,0.8326,0.9899,0.7272,0.8383,1.8056,0.7421,1
73864,1047.138,411.1656,229.4863,74691,306.6701,0.8297,0.9889,0.7506,0.8465,1.7917,0.7459,1
72540,1058.48,418.1253,222.1184,73637,303.9092,0.8472,0.9851,0.6394,0.8136,1.8824,0.7268,1
84484,1144.337,448.2374,242.6751,86046,327.9762,0.8408,0.9818,0.7272,0.8107,1.8471,0.7317,1
84614,1124.773,442.5786,244.3072,85361,328.2284,0.8338,0.9912,0.6707,0.8405,1.8116,0.7416,1
68156,1064.093,387.2451,225.5328,69811,294.5826,0.8129,0.9763,0.6553,0.7564,1.717,0.7607,1
66790,1011.459,401.4706,212.6615,67557,291.6156,0.8482,0.9886,0.7465,0.8204,1.8878,0.7264,1
68076,984.754,356.6101,244.7813,69002,294.4097,0.7272,0.9866,0.7391,0.8822,1.4569,0.8256,1
63644,956.977,368.403,220.4135,64256,284.6648,0.8013,0.9905,0.7504,0.8733,1.6714,0.7727,1
106959,1279.886,499.1699,274.9254,108018,369.0317,0.8347,0.9902,0.7313,0.8205,1.8157,0.7393,1
71362,1059.676,423.9298,215.4216,72505,301.4315,0.8613,0.9842,0.7118,0.7986,1.9679,0.711,1
61771,961.85,378.1497,208.5257,62330,280.4448,0.8342,0.991,0.6687,0.839,1.8134,0.7416,1
93169,1219.999,487.4302,245.1968,94394,344.4219,0.8643,0.987,0.7293,0.7866,1.9879,0.7066,1
105158,1271.152,490.9413,273.8355,106080,365.9116,0.83,0.9913,0.6976,0.8178,1.7928,0.7453,1
88750,1146.01,440.0256,257.7037,89450,336.1547,0.8106,0.9922,0.7262,0.8492,1.7075,0.7639,1
61627,953.866,367.6871,214.4253,62333,280.1177,0.8123,0.9887,0.753,0.8512,1.7148,0.7618,1
67306,998.616,375.0199,229.2614,68240,292.7399,0.7914,0.9863,0.6897,0.8481,1.6358,0.7806,1
73972,1082.562,431.518,219.077,75032,306.8942,0.8615,0.9859,0.6127,0.7932,1.9697,0.7112,1
65388,984.962,385.8947,216.5011,66018,288.5387,0.8278,0.9905,0.7463,0.847,1.7824,0.7477,1
61584,996.6,398.9668,198.1386,62692,280.02,0.868,0.9823,0.6486,0.7792,2.0136,0.7019,1
77905,1038.548,371.9293,267.6285,78770,314.9472,0.6944,0.989,0.7455,0.9077,1.3897,0.8468,1
82133,1153.061,444.589,235.6439,83220,323.3806,0.848,0.9869,0.7324,0.7763,1.8867,0.7274,1
95029,1182.327,445.366,273.9151,95885,347.8429,0.7885,0.9911,0.6947,0.8543,1.6259,0.781,1
78148,1058.412,399.5385,250.0895,78916,315.438,0.7799,0.9903,0.7417,0.8766,1.5976,0.7895,1
103042,1223.292,455.1749,289.9712,104062,362.2115,0.7708,0.9902,0.7566,0.8653,1.5697,0.7958,1
68506,1003.804,386.3475,226.9065,69259,295.338,0.8094,0.9891,0.7349,0.8544,1.7027,0.7644,1
85592,1149.044,460.0186,237.8423,86307,330.1199,0.856,0.9917,0.7231,0.8146,1.9341,0.7176,1
72637,1021.445,398.5861,232.6127,73209,304.1123,0.812,0.9922,0.7424,0.8749,1.7135,0.763,1
76078,1062.613,417.1863,232.994,76852,311.2323,0.8295,0.9899,0.7133,0.8467,1.7905,0.746,1
86012,1120.919,436.3853,251.6692,86654,330.9288,0.8169,0.9926,0.7278,0.8602,1.734,0.7583,1
80481,1105.159,440.6685,233.3747,81334,320.1118,0.8483,0.9895,0.6674,0.828,1.8882,0.7264,1
86298,1129.951,433.9604,253.8851,87075,331.4785,0.811,0.9911,0.7248,0.8494,1.7093,0.7638,1
78819,1074.629,426.057,235.9133,79437,316.7893,0.8327,0.9922,0.7543,0.8577,1.806,0.7435,1
83237,1093.642,427.6975,248.6075,83744,325.5467,0.8137,0.9939,0.75,0.8745,1.7204,0.7612,1
74041,1062.649,427.9002,221.4662,74848,307.0373,0.8556,0.9892,0.662,0.824,1.9321,0.7175,1
73257,1020.328,395.4755,236.6376,73807,305.4074,0.8012,0.9925,0.7799,0.8843,1.6712,0.7723,1
82405,1136.967,459.9338,228.809,83195,323.9156,0.8675,0.9905,0.6344,0.8011,2.0101,0.7043,1
70087,1004.981,389.6974,229.8159,70788,298.7265,0.8076,0.9901,0.6869,0.872,1.6957,0.7666,1
73959,1040.053,407.3151,232.3795,74636,306.8673,0.8213,0.9909,0.7264,0.8592,1.7528,0.7534,1
76930,1063.152,417.3471,235.203,77536,312.9702,0.8261,0.9922,0.6703,0.8553,1.7744,0.7499,1
75110,1061.797,417.4273,231.0868,76105,309.2459,0.8328,0.9869,0.6705,0.8372,1.8064,0.7408,1
69132,961.531,342.3836,257.6274,69616,296.6843,0.6586,0.993,0.7391,0.9396,1.329,0.8665,1
70905,996.609,384.2029,235.728,71369,300.4647,0.7897,0.9935,0.7182,0.8971,1.6299,0.782,1
95150,1243.634,513.2519,239.3845,96438,348.0643,0.8846,0.9866,0.7451,0.7731,2.144,0.6782,1
72109,1031.801,414.9175,221.8285,72725,303.005,0.8451,0.9915,0.6819,0.8512,1.8704,0.7303,1
64916,985.065,390.7908,212.0772,65486,287.4954,0.8399,0.9913,0.6486,0.8407,1.8427,0.7357,1
83314,1125.578,446.3463,239.785,84208,325.6972,0.8434,0.9894,0.6441,0.8264,1.8614,0.7297,1
96327,1179.48,453.4745,271.2626,97246,350.2104,0.8014,0.9905,0.7393,0.8701,1.6717,0.7723,1
67355,986.926,382.8355,225.5858,67861,292.8465,0.808,0.9925,0.6984,0.869,1.6971,0.7649,1
69297,1023.18,403.6807,219.3176,70009,297.0382,0.8395,0.9898,0.7112,0.8318,1.8406,0.7358,1
104535,1259.321,501.9452,266.6191,105577,364.8261,0.8473,0.9901,0.7189,0.8283,1.8826,0.7268,1
82798,1110.093,436.5554,242.3814,83578,324.6871,0.8317,0.9907,0.6954,0.8443,1.8011,0.7437,1
76840,1087.252,424.9793,232.0255,77894,312.787,0.8378,0.9865,0.6582,0.8168,1.8316,0.736,1
69924,1006.757,388.4735,229.6952,70530,298.379,0.8065,0.9914,0.7286,0.8669,1.6913,0.7681,1
68275,1023.719,413.0049,211.0384,68876,294.8397,0.8596,0.9913,0.7134,0.8187,1.957,0.7139,1
63011,961.163,371.5589,216.594,63511,283.2456,0.8125,0.9921,0.7301,0.8571,1.7155,0.7623,1
86209,1112.009,415.7849,265.0808,87212,331.3076,0.7704,0.9885,0.7305,0.8761,1.5685,0.7968,1
75039,1123.468,453.2528,213.6238,76007,309.0997,0.882,0.9873,0.7464,0.7471,2.1217,0.682,1
68249,1031.968,415.3918,210.5805,68853,294.7835,0.862,0.9912,0.6296,0.8053,1.9726,0.7097,1
75716,1064.63,427.7998,225.9345,76238,310.4909,0.8492,0.9932,0.7441,0.8395,1.8935,0.7258,1
83911,1124.358,438.4762,244.9962,84745,326.8621,0.8293,0.9902,0.6836,0.8341,1.7897,0.7454,1
65317,968.895,371.1606,224.4779,65905,288.382,0.7964,0.9911,0.7614,0.8743,1.6534,0.777,1
60409,988.186,406.4673,190.2431,61098,277.3358,0.8837,0.9887,0.733,0.7774,2.1366,0.6823,1
65102,997.98,393.1779,211.91,65791,287.907,0.8423,0.9895,0.7325,0.8214,1.8554,0.7323,1
75648,1105.071,383.842,251.522,76498,310.3515,0.7554,0.9889,0.7518,0.7784,1.5261,0.8085,1
58889,952.727,372.017,203.4572,59534,273.8244,0.8372,0.9892,0.6779,0.8153,1.8285,0.7361,1
101872,1235.253,480.9564,270.7833,102668,360.1492,0.8264,0.9922,0.68,0.839,1.7762,0.7488,1
71905,1055.36,411.1628,224.5878,72726,302.5761,0.8376,0.9887,0.6479,0.8113,1.8307,0.7359,1
88424,1180.575,471.6906,240.0099,89586,335.5368,0.8609,0.987,0.7394,0.7972,1.9653,0.7113,1
102978,1247.198,487.191,270.436,104151,362.099,0.8318,0.9887,0.668,0.8319,1.8015,0.7432,1
70464,1028.705,406.3263,222.3346,71028,299.5289,0.837,0.9921,0.7154,0.8367,1.8275,0.7372,1
99386,1228.03,485.8489,261.2015,100357,355.7277,0.8432,0.9903,0.6394,0.8282,1.8601,0.7322,1
74353,1046.388,409.5914,231.9224,75034,307.6836,0.8242,0.9909,0.7071,0.8533,1.7661,0.7512,1
72566,1030.822,401.7252,230.4493,73117,303.9637,0.8191,0.9925,0.7393,0.8582,1.7432,0.7566,1
66174,985.089,366.4961,231.7714,66931,290.2677,0.7746,0.9887,0.6892,0.8569,1.5813,0.792,1
78483,1129.938,462.3931,217.1938,79325,316.1134,0.8828,0.9894,0.593,0.7725,2.1289,0.6836,1
78888,1198.946,393.6267,258.0186,80294,316.9279,0.7552,0.9825,0.7368,0.6896,1.5256,0.8051,1
69453,1010.882,399.3289,221.7379,70048,297.3723,0.8317,0.9915,0.7607,0.8541,1.8009,0.7447,1
67969,1007.37,395.9871,221.2116,68463,294.1782,0.8294,0.9928,0.7404,0.8417,1.7901,0.7429,1
81893,1127.301,441.5179,237.5255,83087,322.9077,0.843,0.9856,0.7181,0.8098,1.8588,0.7314,1
77054,1096.298,439.6744,224.2773,77705,313.2223,0.8601,0.9916,0.6283,0.8057,1.9604,0.7124,1
96178,1247.704,511.9081,240.0257,97043,349.9395,0.8833,0.9911,0.7461,0.7764,2.1327,0.6836,1
71768,1025.531,406.5734,225.3076,72315,302.2877,0.8324,0.9924,0.7173,0.8575,1.8045,0.7435,1
81013,1109.727,425.0978,244.3291,82136,321.1681,0.8183,0.9863,0.6917,0.8267,1.7399,0.7555,1
93313,1189.412,463.7824,257.2217,94188,344.688,0.8321,0.9907,0.7249,0.8289,1.803,0.7432,1
75795,1052.093,404.6336,238.9541,76547,310.6528,0.807,0.9902,0.7306,0.8605,1.6934,0.7677,1
73412,1053.637,419.7002,224.0424,74165,305.7304,0.8456,0.9898,0.6482,0.831,1.8733,0.7284,1
69144,1037.539,414.1029,214.2205,70111,296.7101,0.8558,0.9862,0.6969,0.8072,1.9331,0.7165,1
69573,1005.835,390.96,227.7105,70068,297.6291,0.8129,0.9929,0.6752,0.8642,1.7169,0.7613,1
65375,953.059,355.0603,235.0721,65995,288.51,0.7494,0.9906,0.7443,0.9044,1.5104,0.8126,1
65563,984.774,393.3192,212.8785,66035,288.9246,0.8409,0.9929,0.7296,0.8496,1.8476,0.7346,1
86505,1144.628,452.934,244.3227,87227,331.8759,0.842,0.9917,0.7243,0.8297,1.8538,0.7327,1
74948,1068.902,426.052,224.7881,75700,308.9122,0.8495,0.9901,0.678,0.8243,1.8953,0.7251,1
92547,1214.375,493.4909,239.8281,93424,343.2703,0.874,0.9906,0.6114,0.7886,2.0577,0.6956,1
73326,1048.647,408.789,229.636,74342,305.5512,0.8273,0.9863,0.7165,0.8379,1.7802,0.7475,1
93586,1162.973,448.7731,266.0874,94454,345.1918,0.8053,0.9908,0.7353,0.8695,1.6866,0.7692,1
73586,1020.916,394.8918,238.0174,74109,306.0925,0.7979,0.9929,0.7485,0.8872,1.6591,0.7751,1
76753,1039.69,385.1215,255.1327,77503,312.6099,0.7491,0.9903,0.7273,0.8923,1.5095,0.8117,1
65594,976.817,384.7373,218.0062,66003,288.9929,0.824,0.9938,0.7404,0.8639,1.7648,0.7511,1
77658,1060.762,406.273,244.9518,78446,314.4475,0.7978,0.99,0.7338,0.8673,1.6586,0.774,1
91455,1203.49,491.3347,237.4701,92255,341.2391,0.8754,0.9913,0.6791,0.7935,2.069,0.6945,1
82425,1104.453,433.2877,243.2176,83167,323.9549,0.8276,0.9911,0.7254,0.8491,1.7815,0.7477,1
65422,1008.42,395.3958,211.4682,66261,288.6137,0.845,0.9873,0.6673,0.8084,1.8698,0.7299,1
68663,1001.803,392.3675,223.8566,69265,295.6763,0.8213,0.9913,0.7304,0.8597,1.7528,0.7536,1
79424,1118.599,456.5852,222.9151,80134,318.0028,0.8727,0.9911,0.7459,0.7977,2.0482,0.6965,1
69375,1020.072,400.8691,221.583,69988,297.2053,0.8333,0.9912,0.712,0.8378,1.8091,0.7414,1
80306,1106.957,431.7003,237.5067,81047,319.7636,0.8351,0.9909,0.7326,0.8236,1.8176,0.7407,1
77348,1062.431,402.6828,245.8316,78431,313.8193,0.792,0.9862,0.72,0.8611,1.638,0.7793,1
78607,1104.858,444.4781,225.7373,79242,316.363,0.8614,0.992,0.6945,0.8092,1.969,0.7118,1
76249,1064.508,421.7171,230.6479,76789,311.5818,0.8372,0.993,0.7276,0.8456,1.8284,0.7388,1
87599,1148.241,448.2531,249.5575,88453,333.9678,0.8307,0.9903,0.7433,0.8349,1.7962,0.745,1
94940,1221.537,488.8275,248.7931,96135,347.68,0.8608,0.9876,0.7417,0.7996,1.9648,0.7113,1
67761,1001.306,380.5024,228.1263,68454,293.7277,0.8003,0.9899,0.7306,0.8493,1.6679,0.7719,1
67203,997.908,390.5428,219.7967,67844,292.5158,0.8266,0.9906,0.701,0.848,1.7768,0.749,1
80955,1121.401,452.0542,228.4732,81700,321.0531,0.8629,0.9909,0.7506,0.809,1.9786,0.7102,1
82069,1125.647,448.9059,233.6011,82876,323.2545,0.8539,0.9903,0.7152,0.8139,1.9217,0.7201,1
74986,1077.192,428.891,223.4677,75741,308.9905,0.8535,0.99,0.7118,0.8121,1.9193,0.7204,1
71563,1010.247,388.0756,235.1945,72103,301.8557,0.7954,0.9925,0.7027,0.8811,1.65,0.7778,1
85196,1160.292,460.6199,236.2519,86017,329.3553,0.8584,0.9905,0.6508,0.7952,1.9497,0.715,1
